20210701 000000;1.185050;1.185090;1.185040;1.185080;0
20210701 000100;1.185070;1.185070;1.185050;1.185060;0
20210701 000200;1.185080;1.185080;1.185030;1.185030;0
20210701 000300;1.185030;1.185040;1.185030;1.185030;0
20210701 000400;1.185030;1.185040;1.185030;1.185030;0
20210701 000500;1.185030;1.185030;1.184970;1.184970;0
20210701 000600;1.184960;1.184970;1.184910;1.184920;0
20210701 000700;1.184940;1.184980;1.184940;1.184980;0
20210701 000800;1.184970;1.184980;1.184960;1.184980;0
20210701 000900;1.184970;1.184980;1.184970;1.184980;0
20210701 001000;1.184970;1.184980;1.184970;1.184980;0
20210701 001100;1.184970;1.184970;1.184950;1.184970;0
20210701 001200;1.184970;1.184980;1.184970;1.184980;0
20210701 001300;1.184970;1.184980;1.184970;1.184980;0
20210701 001400;1.184970;1.185030;1.184970;1.185030;0
20210701 001500;1.185020;1.185050;1.185020;1.185020;0
20210701 001600;1.185020;1.185060;1.185020;1.185030;0
20210701 001700;1.185030;1.185040;1.184990;1.185030;0
20210701 001800;1.185030;1.185030;1.184930;1.184930;0
20210701 001900;1.184930;1.185000;1.184930;1.184990;0
20210701 002000;1.184990;1.184990;1.184980;1.184990;0
20210701 002100;1.184980;1.184990;1.184970;1.184980;0
20210701 002200;1.184990;1.184990;1.184980;1.184990;0
20210701 002300;1.184990;1.184990;1.184960;1.184990;0
20210701 002400;1.184980;1.184980;1.184970;1.184980;0
20210701 002500;1.184990;1.184990;1.184930;1.184930;0
20210701 002600;1.184930;1.184930;1.184880;1.184880;0
20210701 002700;1.184890;1.184890;1.184840;1.184880;0
20210701 002800;1.184870;1.184900;1.184840;1.184880;0
20210701 002900;1.184880;1.184880;1.184840;1.184840;0
20210701 003000;1.184840;1.184840;1.184740;1.184740;0
20210701 003100;1.184740;1.184740;1.184730;1.184740;0
20210701 003200;1.184740;1.184740;1.184730;1.184740;0
20210701 003300;1.184740;1.184750;1.184690;1.184690;0
20210701 003400;1.184710;1.184720;1.184690;1.184690;0
20210701 003500;1.184680;1.184710;1.184680;1.184690;0
20210701 003600;1.184710;1.184750;1.184690;1.184740;0
20210701 003700;1.184730;1.184730;1.184610;1.184630;0
20210701 003800;1.184630;1.184740;1.184610;1.184740;0
20210701 003900;1.184740;1.184760;1.184740;1.184760;0
20210701 004000;1.184780;1.184810;1.184770;1.184800;0
20210701 004100;1.184800;1.184840;1.184800;1.184840;0
20210701 004200;1.184850;1.184900;1.184850;1.184900;0
20210701 004300;1.184910;1.184910;1.184850;1.184860;0
20210701 004400;1.184870;1.184910;1.184860;1.184900;0
20210701 004500;1.184910;1.184910;1.184910;1.184910;0
20210701 004600;1.184910;1.184920;1.184880;1.184910;0
20210701 004700;1.184890;1.184920;1.184880;1.184920;0
20210701 004800;1.184910;1.184950;1.184900;1.184950;0
20210701 004900;1.184950;1.184960;1.184900;1.184900;0
20210701 005000;1.184920;1.184940;1.184880;1.184890;0
20210701 005100;1.184890;1.184910;1.184880;1.184880;0
20210701 005200;1.184880;1.184880;1.184880;1.184880;0
20210701 005300;1.184890;1.184890;1.184880;1.184890;0
20210701 005400;1.184920;1.184950;1.184920;1.184950;0
20210701 005500;1.184950;1.184960;1.184930;1.184930;0
20210701 005600;1.184910;1.184910;1.184880;1.184880;0
20210701 005700;1.184890;1.184920;1.184880;1.184890;0
20210701 005800;1.184900;1.184900;1.184890;1.184890;0
20210701 005900;1.184890;1.184890;1.184890;1.184890;0
20210701 010000;1.184890;1.184900;1.184790;1.184900;0
20210701 010100;1.184880;1.184890;1.184730;1.184780;0
20210701 010200;1.184770;1.184790;1.184730;1.184730;0
20210701 010300;1.184730;1.184810;1.184720;1.184730;0
20210701 010400;1.184730;1.184740;1.184680;1.184680;0
20210701 010500;1.184670;1.184700;1.184670;1.184680;0
20210701 010600;1.184690;1.184710;1.184690;1.184710;0
20210701 010700;1.184710;1.184720;1.184690;1.184690;0
20210701 010800;1.184690;1.184740;1.184690;1.184730;0
20210701 010900;1.184740;1.184750;1.184740;1.184740;0
20210701 011000;1.184740;1.184790;1.184740;1.184780;0
20210701 011100;1.184770;1.184770;1.184690;1.184700;0
20210701 011200;1.184700;1.184700;1.184610;1.184610;0
20210701 011300;1.184610;1.184640;1.184570;1.184620;0
20210701 011400;1.184630;1.184650;1.184570;1.184620;0
20210701 011500;1.184630;1.184660;1.184620;1.184630;0
20210701 011600;1.184630;1.184640;1.184590;1.184640;0
20210701 011700;1.184610;1.184610;1.183980;1.184180;0
20210701 011800;1.184170;1.184170;1.183880;1.183950;0
20210701 011900;1.183960;1.184160;1.183960;1.184090;0
20210701 012000;1.184110;1.184130;1.184030;1.184080;0
20210701 012100;1.184070;1.184270;1.184070;1.184240;0
20210701 012200;1.184220;1.184220;1.184160;1.184190;0
20210701 012300;1.184170;1.184180;1.184120;1.184180;0
20210701 012400;1.184180;1.184180;1.183950;1.183990;0
20210701 012500;1.184000;1.184160;1.183990;1.183990;0
20210701 012600;1.183990;1.184000;1.183890;1.183890;0
20210701 012700;1.183900;1.183950;1.183900;1.183940;0
20210701 012800;1.183960;1.183960;1.183930;1.183940;0
20210701 012900;1.183930;1.183940;1.183900;1.183920;0
20210701 013000;1.183930;1.183940;1.183880;1.183910;0
20210701 013100;1.183910;1.183930;1.183880;1.183920;0
20210701 013200;1.183930;1.183990;1.183920;1.183990;0
20210701 013300;1.184030;1.184170;1.184030;1.184100;0
20210701 013400;1.184110;1.184130;1.183880;1.183960;0
20210701 013500;1.183980;1.183990;1.183960;1.183970;0
20210701 013600;1.183970;1.184020;1.183960;1.183990;0
20210701 013700;1.184000;1.184020;1.183980;1.183980;0
20210701 013800;1.183990;1.184080;1.183970;1.184080;0
20210701 013900;1.184110;1.184150;1.184110;1.184130;0
20210701 014000;1.184140;1.184200;1.184120;1.184180;0
20210701 014100;1.184190;1.184190;1.184090;1.184140;0
20210701 014200;1.184140;1.184140;1.184090;1.184090;0
20210701 014300;1.184100;1.184160;1.184100;1.184160;0
20210701 014400;1.184160;1.184180;1.184130;1.184180;0
20210701 014500;1.184170;1.184180;1.184130;1.184180;0
20210701 014600;1.184180;1.184230;1.184170;1.184190;0
20210701 014700;1.184180;1.184180;1.184130;1.184130;0
20210701 014800;1.184130;1.184190;1.184130;1.184180;0
20210701 014900;1.184180;1.184200;1.184170;1.184200;0
20210701 015000;1.184200;1.184200;1.184150;1.184190;0
20210701 015100;1.184200;1.184260;1.184200;1.184210;0
20210701 015200;1.184220;1.184250;1.184220;1.184240;0
20210701 015300;1.184250;1.184270;1.184190;1.184230;0
20210701 015400;1.184230;1.184280;1.184230;1.184230;0
20210701 015500;1.184230;1.184230;1.184090;1.184130;0
20210701 015600;1.184130;1.184180;1.184120;1.184180;0
20210701 015700;1.184180;1.184250;1.184150;1.184250;0
20210701 015800;1.184250;1.184340;1.184250;1.184330;0
20210701 015900;1.184330;1.184340;1.184280;1.184340;0
20210701 020000;1.184340;1.184450;1.184090;1.184090;0
20210701 020100;1.184100;1.184150;1.183860;1.183990;0
20210701 020200;1.184000;1.184200;1.184000;1.184190;0
20210701 020300;1.184200;1.184310;1.184190;1.184310;0
20210701 020400;1.184300;1.184310;1.184190;1.184280;0
20210701 020500;1.184270;1.184320;1.184210;1.184240;0
20210701 020600;1.184250;1.184290;1.184150;1.184190;0
20210701 020700;1.184180;1.184180;1.184050;1.184100;0
20210701 020800;1.184120;1.184140;1.183990;1.184040;0
20210701 020900;1.184050;1.184130;1.183990;1.184020;0
20210701 021000;1.184030;1.184090;1.184000;1.184000;0
20210701 021100;1.183990;1.184070;1.183980;1.184070;0
20210701 021200;1.184070;1.184130;1.184030;1.184080;0
20210701 021300;1.184080;1.184140;1.183990;1.184140;0
20210701 021400;1.184130;1.184190;1.184100;1.184190;0
20210701 021500;1.184190;1.184200;1.184020;1.184040;0
20210701 021600;1.184020;1.184120;1.183940;1.183940;0
20210701 021700;1.183950;1.183990;1.183910;1.183930;0
20210701 021800;1.183940;1.184050;1.183940;1.184030;0
20210701 021900;1.184050;1.184070;1.183990;1.184050;0
20210701 022000;1.184050;1.184130;1.184020;1.184030;0
20210701 022100;1.184050;1.184160;1.184040;1.184150;0
20210701 022200;1.184150;1.184200;1.184140;1.184200;0
20210701 022300;1.184190;1.184280;1.184190;1.184230;0
20210701 022400;1.184220;1.184290;1.184070;1.184150;0
20210701 022500;1.184150;1.184190;1.184030;1.184070;0
20210701 022600;1.184070;1.184100;1.183920;1.183920;0
20210701 022700;1.183910;1.183950;1.183910;1.183930;0
20210701 022800;1.183920;1.183940;1.183740;1.183890;0
20210701 022900;1.183890;1.183890;1.183730;1.183760;0
20210701 023000;1.183780;1.183970;1.183750;1.183900;0
20210701 023100;1.183890;1.184030;1.183890;1.183970;0
20210701 023200;1.183980;1.183980;1.183760;1.183760;0
20210701 023300;1.183740;1.184100;1.183730;1.184030;0
20210701 023400;1.184020;1.184040;1.183940;1.183940;0
20210701 023500;1.183940;1.184040;1.183900;1.184020;0
20210701 023600;1.184010;1.184020;1.183790;1.183840;0
20210701 023700;1.183830;1.184030;1.183830;1.183990;0
20210701 023800;1.184000;1.184040;1.183910;1.183910;0
20210701 023900;1.183930;1.184070;1.183930;1.184060;0
20210701 024000;1.184090;1.184300;1.184090;1.184290;0
20210701 024100;1.184280;1.184330;1.184190;1.184220;0
20210701 024200;1.184210;1.184330;1.184150;1.184330;0
20210701 024300;1.184340;1.184370;1.184280;1.184370;0
20210701 024400;1.184360;1.184500;1.184320;1.184450;0
20210701 024500;1.184460;1.184500;1.184370;1.184440;0
20210701 024600;1.184460;1.184610;1.184340;1.184340;0
20210701 024700;1.184370;1.184370;1.184280;1.184290;0
20210701 024800;1.184290;1.184350;1.184290;1.184290;0
20210701 024900;1.184300;1.184390;1.184280;1.184320;0
20210701 025000;1.184330;1.184340;1.183990;1.183990;0
20210701 025100;1.183990;1.184040;1.183890;1.183930;0
20210701 025200;1.183950;1.183960;1.183890;1.183920;0
20210701 025300;1.183930;1.183980;1.183920;1.183940;0
20210701 025400;1.183940;1.184200;1.183930;1.184200;0
20210701 025500;1.184210;1.184800;1.184210;1.184640;0
20210701 025600;1.184670;1.185020;1.184580;1.185020;0
20210701 025700;1.185000;1.185510;1.184900;1.185440;0
20210701 025800;1.185460;1.185540;1.185360;1.185470;0
20210701 025900;1.185510;1.185600;1.185390;1.185450;0
20210701 030000;1.185440;1.185570;1.185250;1.185520;0
20210701 030100;1.185500;1.185750;1.185480;1.185660;0
20210701 030200;1.185680;1.185810;1.185310;1.185330;0
20210701 030300;1.185360;1.185480;1.185300;1.185390;0
20210701 030400;1.185370;1.185520;1.185280;1.185470;0
20210701 030500;1.185460;1.185470;1.185290;1.185380;0
20210701 030600;1.185370;1.185410;1.185210;1.185270;0
20210701 030700;1.185290;1.185540;1.185130;1.185500;0
20210701 030800;1.185500;1.185540;1.185280;1.185470;0
20210701 030900;1.185470;1.185470;1.185260;1.185410;0
20210701 031000;1.185420;1.185690;1.185350;1.185670;0
20210701 031100;1.185660;1.185750;1.185550;1.185670;0
20210701 031200;1.185680;1.186000;1.185610;1.186000;0
20210701 031300;1.186000;1.186000;1.185790;1.185840;0
20210701 031400;1.185860;1.185950;1.185820;1.185860;0
20210701 031500;1.185890;1.185920;1.185590;1.185650;0
20210701 031600;1.185680;1.185730;1.185400;1.185480;0
